link,project_acc_bioprj,project_title_bioprj,project_description_bioprj,common_name,organism_biosamp,clade,n_biosample_accs,date_dataset_first_added_to_this_list,has_latlong_in_NCBI,is_salmonoid,commenter,comments,commenter_spatialdata,comments_about_spatial_data_location,keepinrunning_YN,link_to_published_paper,datathon_project_index,scientificname_worms,rad_method,Category,isMarine_worms,isBrackish_worms,isFreshwater_worms,isTerrestrial_worms,isCoral,kingdom_worms,phylum_worms,class_worms,order_worms,family_worms,genus_worms,somePopsFWorBrackish,isInvasiveRange,isMaybeHybrid,DiffbyDepthSuspected,isAdultBenthicMarine,isNektonSometimes,isInvert,isFish,isAmniote,isPlant,PLD_point,PLD_point_citation,PLD_minmax,PLD_Min,PLD_Max,PLD_point2,PLD_minmax_citation,PLD_Method,Brooding,Planktonic_Mode,PLD_method_citation,isPlanktonic_atanypoint,isPlanktonic_atanypoint_citation,Spawning_mode,Spawning_mode_citation,Larval_feeding,Adult_Motility,Larval_feeding_citation,Large_Adult_Range,Large_Adult_Range_citation,ReturnToSpawningGround,ReturnToSpawningGround_citation,Spawnlocation,Spawnlocation_citation,Fecundity_EggsFemaleSpawn,Fecundity_EggsFemaleSpawn_citation,Fecundity_SpawnFrequency,Fecundity_SpawnFrequency_citation,Fecundity_EggSize,LogEgg,Fecundity_EggSize_citation,Body_Size,Body_Size_citation,Reproductive_Age,Reproductive_Age_citation,Longevity,Coded_longevity,Longevity_citation,Generational_Structure,Generational_Structure_citation,Asexual_Stage,Asexual_Stage_citation,Human_Interactions_economic,Human_Interactions_economic_citation,Census_Size,Census_Size_citation,Range_Size,Genome_Size_MB,Genome_Size_MB_citation,Genome_Size_picoGrams,Genome_Size_picoGrams_citation,senior check-off,Time Spent (minutes),Citations,Comments_traits,Image_Citation,final_keepers
PRJNA589336_Eudyptes-chrysolophus,PRJNA589336,Receding ice drove parallel expansions in Southern Ocean penguin,This project investigate the population dynamics of several different penguin species following the last glacial maximum,Macaroni penguin,Eudyptes chrysolophus,NA,86,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Eudyptes chrysolophus,NA,NA,1,NA,NA,NA,NA,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA589336_Eudyptes-filholi,PRJNA589336,Receding ice drove parallel expansions in Southern Ocean penguin,This project investigate the population dynamics of several different penguin species following the last glacial maximum,Southern rockhopper penguin,Eudyptes filholi,NA,74,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Eudyptes filholi,NA,NA,1,NA,NA,NA,NA,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA589336_Eudyptes-pachyrhynchus,PRJNA589336,Receding ice drove parallel expansions in Southern Ocean penguin,This project investigate the population dynamics of several different penguin species following the last glacial maximum,Fiordland penguin,Eudyptes pachyrhynchus,NA,23,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Eudyptes pachyrhynchus,NA,NA,1,NA,NA,NA,NA,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA589336_Eudyptes-schlegeli,PRJNA589336,Receding ice drove parallel expansions in Southern Ocean penguin,This project investigate the population dynamics of several different penguin species following the last glacial maximum,Royal penguin,Eudyptes schlegeli,NA,39,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Eudyptes schlegeli,NA,NA,1,NA,NA,NA,NA,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA576675_Eukrohnia-hamata,PRJNA576675,Population connectivity of chaetognath Eukrohnia hamata,"This study examined the population genetic diversity, structure and connectivity of the chaetognath, Eukrohnia hamata, based on sampling from six regions of the Arctic Ocean. Specimens were analyzed for DNA sequence variation of a 650-bp region of the mitochondrial cytochrome oxidase I (mtCOI) gene and for genomic Single Nucleotide Polymorphisms (SNPs) detected by double-digest Restriction-Associated Digestion (ddRAD). Both analyses confirmed high levels of gene flow among the regions, and ddRAD SNP analysis supported the genetic distinctiveness of two population clusters: Atlantic-Arctic versus Pacific-Arctic. Removal of SNPs subject to selection resulted in slightly higher probability of three clusters, and suggested the possibility of local adaptation of regional populations of E. hamata. Comparative analysis of revealed evidence that random selection of subsets of SNPs can result in marked differences in numbers and distributional patterns of clusters and associated variation in F-statistics.",Arrowworm,Eukrohnia hamata,NA,96,44169,y,n,EDC,holoplanktonic zooplankton,NA,NA,yes,NA,NA,Eukrohnia hamata,?,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,F,F,F,F,F,F,T,F,F,F,NA,https://inverts.wallawalla.edu/Chaetognatha/Eukrohnia_hamata.html,NA,NA,NA,NA,NA,NA,F,P,NA,T,DOI:10.1134/S1063074017010072,F,https://doi.org/10.1093/plankt/fbx045,P,T,https://doi.org/10.1093/plankt/fbx045,T,DOI:10.1134/S1063074017010072,F,NA,NA,NA,308,https://doi.org/10.1016/j.dsr.2020.103454,NA,NA,NA,NA,NA,3,https://inverts.wallawalla.edu/Chaetognatha/Eukrohnia_hamata.html,NA,NA,NA,NA,NA,I,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JW,NA,NA,NA,NA,TRUE
PRJNA438407_Euphorbiaceae,PRJNA438407,High-depth whole genome sequencing of 760 vascular plants with specimens and images available Raw sequence reads,"a large dataset of vascular plants, with both the high-depth whole genome sequencing data and the voucher specimen, making it valuable dataset for plant genome researches and applications.",NA,Euphorbiaceae,NA,18,43790,n,n,CR,plant,NA,NA,no,NA,NA,Euphorbiaceae,NA,NA,1,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA394157_Exaiptasia-brasiliensis,PRJNA394157,"Exaiptasia pallida, Exaiptasia brasiliensis Raw sequence reads",The goal of this study was to compare genetic variation among natural populations of the sea anemone Aiptasia. Reduced-representation genomic libraries were produced via the 2bRAD method. Dataset includes individuals of Exaiptasia pallida and Exaiptasia brasiliensis.,Sea anemone1,Exaiptasia brasiliensis,NA,37,44073,n,n,Maryam Ghoojaei via DIPnet datathon,"NOTE! - Exaiptasia brasiliensis is not recognized by WoRMS, so we had to add this dataset in manually, dropped this dataset in the end bc we couldn't find habitat info/species range info - e.g. zero occurrence records for this species in GBIF, also the associated paper states that they filtered this new and not yet accepted potential species out of downstream analyses using phylogenetics (they are not morphologically distinguishable according to the paper)",NA,Bellis et al. 2018 provided a table including the coordiante and locations in Dryad Digital Repository. NB E brasiliensis data are what were excluded from study on E. pallida/diaphana so sample size may be poor JPW,no,https://dx.doi.org/10.1002%2Fece3.4058,E0794,NA,2b-RAD,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Exaiptasia,F,F,F,F,T,F,T,F,F,F,35,10.1038/srep19867,30–40,30,40,35,10.1038/srep19867,lab,F,P,10.1038/srep19867,T,10.1038/srep19867,F,NA,P,F,https://www.nature.com/articles/s41598-019-45167-2,F,NA,F,NA,NA,NA,1000,10.1038/srep15677,NA,NA,0.09,0.037426497940623665,10.1038/srep19867,10,NA,contextdep,10.1007/s13199-016-0456-1,NA,NA,NA,I,10.1038/srep15677,T,https://doi.org/10.1007/s10530-020-02321-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA394157_Exaiptasia-diaphana,PRJNA394157,"Exaiptasia pallida, Exaiptasia brasiliensis Raw sequence reads",The goal of this study was to compare genetic variation among natural populations of the sea anemone Aiptasia. Reduced-representation genomic libraries were produced via the 2bRAD method. Dataset includes individuals of Exaiptasia pallida and Exaiptasia brasiliensis.,NA,Exaiptasia diaphana,NA,117,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Exaiptasia diaphana,NA,NA,1,NA,0,0,NA,Animalia,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Exaiptasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
PRJNA394157_Exaiptasia-diaphana,PRJNA394157,"Exaiptasia pallida, Exaiptasia brasiliensis Raw sequence reads",The goal of this study was to compare genetic variation among natural populations of the sea anemone Aiptasia. Reduced-representation genomic libraries were produced via the 2bRAD method. Dataset includes individuals of Exaiptasia pallida and Exaiptasia brasiliensis.,Sea anemone2,Exaiptasia pallida,NA,117,43790,n,n,"CR, Maryam Ghoojaei via DIPnet datathon","NOTE! - in Nov 2019 metadata download these samples were coded as Exaiptasia pallida, but in Nov 2020 samples coded as Exaiptasia diaphana (these species names are synonyms according to WoRMS).  Changed it to diaphana here so it will match most recent metadata download from NCBI).",NA,Bellis et al. 2018 provided a table including the coordiante and locations in Dryad Digital Repository. NB E brasiliensis data are what were excluded from study on E. pallida/diaphana so sample size may be poor JPW,yes,https://dx.doi.org/10.1002%2Fece3.4058,E0794,Exaiptasia pallida,2b-RAD,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Exaiptasia,F,F,F,F,T,F,T,F,F,F,35,10.1038/srep19867,30–40,30,40,35,10.1038/srep19867,lab,F,P,10.1038/srep19867,T,10.1038/srep19867,F,NA,P,F,https://www.nature.com/articles/s41598-019-45167-2,F,NA,F,NA,NA,NA,1000,10.1038/srep15677,NA,NA,0.09,0.037426497940623665,10.1038/srep19867,10,NA,NA,10.1007/s13199-016-0456-1,NA,NA,NA,I,10.1038/srep15677,T,https://doi.org/10.1007/s10530-020-02321-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
PRJDB7819_Fibramia-amboinensis,PRJDB7819,GRAS-Di for mangrove fish species,"GRAS-Di, a new genotyping technology based on random PCR sequencing on Hiseq platforms, were tested using  three  mangrove fish species.",Amboina cardinalfish,Fibramia amboinensis,NA,98,43790,n,n,"RB, Kiersey Nielsen via DIPnet datathon",Estuarine. Mouth brooder.,CR,sample names cannot be matched up to table in paper,yes,https://doi.org/10.1111/1755-0998.13025,M0001,Fibramia amboinensis,GRAS-Di,Short-scale Dispersal,1,1,1,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Fibramia,T,F,F,F,T,F,F,T,F,F,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",I,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",T,NA,F,NA,NA,NA,NA,NA,?,NA,NA,NA,NA,7,Fishbase,NA,NA,?,NA,NA,I,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA629489_Fucus-vesiculosus,PRJNA629489,Fucus vesiculosus genome project,Studies associated with the genome of Fucus vesiculosus,Rockweed algae,Fucus vesiculosus,NA,119,44169,y,NA,EDC,NA,NA,NA,yes,NA,NA,Fucus vesiculosus var. compressus,?,Passive Pelagic Dispersal,1,0,0,0,0,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Fucus,F,F,F,F,T,F,F,F,F,F,1,"https://www.marlin.ac.uk/species/detail/1330#:~:text=In%20the%20Baltic%2C%20summer%20spawning,for%20summer%20and%20autumn%20periods",NA,NA,NA,1,NA,NA,NA,NA,NA,F,NA,F,https://www.int-res.com/articles/meps2003/262/m262p173.pdf,P,NA,https://www.int-res.com/articles/meps2003/262/m262p173.pdf,F,NA,F,NA,NA,NA,NA,NA,NA,NA,6.7000000000000004E-2,0.028164419424469872,"https://www.marlin.ac.uk/species/detail/1330#:~:text=In%20the%20Baltic%2C%20summer%20spawning,for%20summer%20and%20autumn%20periods",30,NA,NA,NA,NA,NA,NA,I,"https://www.marlin.ac.uk/species/detail/1330#:~:text=In%20the%20Baltic%2C%20summer%20spawning,for%20summer%20and%20autumn%20periods",T,https://www.int-res.com/articles/meps2003/262/m262p173.pdf,herbal supplement,NA,NA,NA,NA,NA,NA,NA,NA,JW,NA,NA,NA,NA,TRUE
PRJNA437462_Fundulus-grandis,PRJNA437462,Fundulus grandis Raw sequence reads,"This is a population genomic re-sequencing of 7 populations of F. grandis. Two of these populations contain reference individuals sensitive to industrial contamination, 3 are from resistant populations, tolerant to these contaminants and 2 are from intermediately resistant populations. This resequencing is at low coverage (~0.4x).",Gulf killifish,Fundulus grandis,NA,288,43790,n,n,"CR, Kiersey Nielsen via DIPnet datathon",some are upriver but most coastal,CR,"Fig 1 in paper has long lats, reasonable names, no specified uncertianty",yes,https://doi.org/10.1016/j.envpol.2018.01.086,M0031,Fundulus grandis,?,Short-scale Dispersal,0,1,1,0,0,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,T,F,F,F,F,T,F,T,F,F,17.5,https://onlinelibrary.wiley.com/doi/10.1111/jfb.13022,NA,NA,NA,17.5,NA,experiment/lab,T,D,"Thomas; Bonner; Whiteside. ""Gulf Killifish Fundulus Grandis"". Archived from the original on 8 August 2008. Retrieved 22 October 2012.",F,https://onlinelibrary.wiley.com/doi/10.1111/jfb.13022,I,https://onlinelibrary.wiley.com/doi/10.1111/jfb.13022,N,?check,https://onlinelibrary.wiley.com/doi/10.1111/jfb.13022,T,https://www.jstor.org/stable/pdf/25599315.pdf,F,https://onlinelibrary.wiley.com/doi/10.1111/jfb.13022,NA,NA,80,"Greeley, M. S., Jr., R. MacGregor III, and K. R. Marion. 1988. Changes in the ovary of the gulf killifish, Fundulus grandis, (Baird and Girard) during seasonal and semilunar spawning cycles. J. Fish. Biol. 33:97-107.",365,"Greeley, M. S., Jr., R. MacGregor III, and K. R. Marion. 1988. Changes in the ovary of the gulf killifish, Fundulus grandis, (Baird and Girard) during seasonal and semilunar spawning cycles. J. Fish. Biol. 33:97-107.",2,0.47712125471966244,"Greeley, M. S., Jr., R. MacGregor III, and K. R. Marion. 1988. Changes in the ovary of the gulf killifish, Fundulus grandis, (Baird and Girard) during seasonal and semilunar spawning cycles. J. Fish. Biol. 33:97-107.",18,"Smith, C.L. (1997). National Audubon Society field guide to tropical marine fishes of the Caribbean, the Gulf of Mexico, Florida, the Bahamas, and Bermuda. Alfred A. Knopf, Inc., New York. p. 720.",1,"Simpson, D. G.; G. Gunter (1956). ""Notes on habitats, systematic characters and life histories of Texas salt water cyprinodonts"". Tulane Stud. Zool. 4 (4): 115–134.",1,1,"Simpson, D. G.; G. Gunter (1956). ""Notes on habitats, systematic characters and life histories of Texas salt water cyprinodonts"". Tulane Stud. Zool. 4 (4): 115–134.",I,"Greeley, M. S., Jr., R. MacGregor III, and K. R. Marion. 1988. Changes in the ovary of the gulf killifish, Fundulus grandis, (Baird and Girard) during seasonal and semilunar spawning cycles. J. Fish. Biol. 33:97-107.",F,"Greeley, M. S., Jr., R. MacGregor III, and K. R. Marion. 1988. Changes in the ovary of the gulf killifish, Fundulus grandis, (Baird and Girard) during seasonal and semilunar spawning cycles. J. Fish. Biol. 33:97-107.",NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA641155_Fundulus-grandis,PRJNA641155,"Comparison of genetic and genomic diversity of Gulf Killifish inhabiting differently aged and spaced restored Spartina marshes in Galveston Bay, Texas.","ddRAD data for Gulf Killifish specimens obtained from differently aged and spaced restored Spartina marshes and one natural, reference marsh. Data was used to investigate potential differences in levels of genomic diversity between these marshes to determine what effects, if any, current restoration practices have on genomic diversity of colonizing fauna in restored Spartina marsh habitats.",Gulf killifish,Fundulus grandis,NA,70,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Fundulus grandis,NA,NA,0,1,1,0,NA,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,T,F,F,F,F,T,F,T,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,P,NA,T,NA,F,NA,T,?check,NA,?check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA428529_Fundulus-heteroclitus,PRJNA428529,Genome-wide selection scans integrated with association mapping reveal mechanisms of physiological adaptation across a salinity gradient in killifish,"Adaptive divergence between marine and freshwater environments is important in generating phyletic diversity within fishes, but the genetic basis of these transitions remains poorly understood. Available approaches to detect adaptive loci include genome scans for selection, but these can be difficult to interpret because of incomplete knowledge of the connection between genotype and phenotype. In contrast, genome wide association studies (GWAS) are powerful tools for linking genotype to phenotype, but offer no insight into the evolutionary forces shaping variation. Here, we combine GWAS and selection scans to identify loci important in the adaptation of complex physiological traits to freshwater environments. We focused on freshwater (FW)-native and brackish water (BW)-native populations of the Atlantic killifish (Fundulus heteroclitus) as well as a population that is a natural admixture of these two populations. We measured phenotypes for multiple physiological traits that differ between populations and that may contribute to adaptation across osmotic niches (salinity tolerance, hypoxia tolerance, metabolic rate, and body shape) and used a reduced representation approach for genome-wide genotyping. Our results show patterns of population divergence in physiological capabilities that are consistent with local adaptation. Selection scans between BW-native and FW-native populations identified genomic regions that presumably affect fitness between BW and FW environments, while GWAS revealed loci that contribute to variation for each physiological trait. There was substantial overlap in the genomic regions putatively under selection and loci associated with the measured physiological traits, suggesting that these phenotypes are important for adaptive divergence between BW and FW environments. Our analysis also implicates candidate genes likely involved in physiological capabilities, some of which validate a priori hypotheses. Together, these data provide insight into the mechanisms that enable diversification of fishes across osmotic boundaries.",Mummichog killifish,Fundulus heteroclitus,NA,674,43790,y,n,anonymous Marinerd,good,NA,NA,yes,https://doi.org/10.1093/molbev/msy154,NA,Fundulus heteroclitus macrolepidotus,SbfI; bestRAD,Short-scale Dispersal,1,1,0,0,0,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,T,F,F,F,F,T,F,T,F,F,25,"Radtke, RL and Dean, JM. 1981. Increment formation in the otoliths of embryos, larvae, and juveniles of the mummichog, Fundulus heteroclitus. Fishery Bulletin 80: 201-215",20–50,20,50,25,"Radtke, RL and Dean, JM. 1981. Increment formation in the otoliths of embryos, larvae, and juveniles of the mummichog, Fundulus heteroclitus. Fishery Bulletin 80: 201-215",otolith,F,P,"Radtke, RL and Dean, JM. 1981. Increment formation in the otoliths of embryos, larvae, and juveniles of the mummichog, Fundulus heteroclitus. Fishery Bulletin 80: 201-215",F,https://www.jstor.org/stable/25599341 - larvae not planktonic in marine sense,I,https://doi.org/10.1139/f75-110,N,?check,https://doi.org/10.3138/9781487583286,T,https://doi.org/10.1007/BF00045047,F,NA,NA,NA,100–300,"Ohs, Creswell and Dimaggio, 2013",365,"Ohs, Creswell and Dimaggio, 2013",2,0.47712125471966244,"Marteinsdottir, G., & Able, K. W. (1988). Geographic Variation in Egg Size among Populations of the Mummichog, Fundulus heteroclitus (Pisces: Fundulidae). Copeia, 1988(2), 471–478. https://doi.org/10.2307/1445889",15,https://doi.org/10.3138/9781487583286,2,"Abraham, B. Jun. 1985. Species Profiles: Life Histories and Environmental Requirements of Coastal Fishes and Inveratbrates: Mummichog and Stripes Killifish. Biological Report, 82: 1-14.",4,4,"Abraham, B. Jun. 1985. Species Profiles: Life Histories and Environmental Requirements of Coastal Fishes and Inveratbrates: Mummichog and Stripes Killifish. Biological Report, 82: 1-14.",I,https://doi.org/10.1023/A:1020564121935,F,NA,Used as bait for recreational fishing,"Abraham, B. Jun. 1985. Species Profiles: Life Histories and Environmental Requirements of Coastal Fishes and Inveratbrates: Mummichog and Stripes Killifish. Biological Report, 82: 1-14.",NA,NA,NA,NA,NA,NA,NA,CR,150,NA,NA,NA,FALSE
PRJNA477712_Fundulus-heteroclitus,PRJNA477712,"Traits that are relevant for resilience to climate change are polygenic and not correlated in Atlantic killifish, Fundulus heteroclitus","The ability of animals to adapt to climate change is dependent on the extent of genetically based variation in key phenotypic traits and the nature of genetic associations between them. For aquatic organisms, upper thermal tolerance and hypoxia tolerance are traits that may affect sensitivity to climate change. To determine the genetic basis of these traits and to detect associations between them, we compared naturally occurring populations of two subspecies of Atlantic killifish, Fundulus heteroclitus, that differ in both thermal and hypoxia tolerance. Among populations, upper thermal tolerance varied approximately linearly with latitude, whereas hypoxia tolerance exhibited a steep phenotypic break across the contact zone between the subspecies, suggesting that these traits are not associated. Similarly, these traits were not correlated at the individual level in an admixed population from the contact zone. Both upper thermal tolerance and hypoxia tolerance were polygenic with variation in 47 of the 77,084 nuclear single nucleotide polymorphisms (SNPs) examined in the study explaining 43.4% of the phenotypic variation in thermal tolerance, and variation in 35 of the SNPs explaining 51.9% of the variation in hypoxia tolerance. There was no overlap in the explanatory SNPs between the traits. These results suggest that upper thermal tolerance and hypoxia tolerance are not phenotypically or genetically associated, and thus that rates of adaptive change in these traits can be independently fine-tuned by natural selection. This modularity of important physiological traits can underpin the evolvability of organisms to complex future environmental change.",Mummichog killifish,Fundulus heteroclitus,NA,950,43790,y,n,anonymous Marinerd,good,NA,NA,yes,https://onlinelibrary.wiley.com/doi/epdf/10.1111/gcb.14386,NA,Fundulus heteroclitus macrolepidotus,SbfI; bestRAD,Short-scale Dispersal,1,1,0,0,0,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,T,F,F,F,F,T,F,T,F,F,25,"Radtke, RL and Dean, JM. 1981. Increment formation in the otoliths of embryos, larvae, and juveniles of the mummichog, Fundulus heteroclitus. Fishery Bulletin 80: 201-215",20–50,20,50,25,"Radtke, RL and Dean, JM. 1981. Increment formation in the otoliths of embryos, larvae, and juveniles of the mummichog, Fundulus heteroclitus. Fishery Bulletin 80: 201-215",otolith,F,P,"Radtke, RL and Dean, JM. 1981. Increment formation in the otoliths of embryos, larvae, and juveniles of the mummichog, Fundulus heteroclitus. Fishery Bulletin 80: 201-215",F,https://www.jstor.org/stable/25599341 - larvae not planktonic in marine sense,I,https://doi.org/10.1139/f75-110,N,?check,https://doi.org/10.3138/9781487583286,T,https://doi.org/10.1007/BF00045047,F,NA,NA,NA,100–300,"Ohs, Creswell and Dimaggio, 2013",365,"Ohs, Creswell and Dimaggio, 2013",2,0.47712125471966244,"Marteinsdottir, G., & Able, K. W. (1988). Geographic Variation in Egg Size among Populations of the Mummichog, Fundulus heteroclitus (Pisces: Fundulidae). Copeia, 1988(2), 471–478. https://doi.org/10.2307/1445889",15,https://www.fishbase.de/Reproduction/LarvaeInfoSummary.php?stockcode=3388&genusname=Fundulus&speciesname=heteroclitus&LarvalArea=Gulf%20of%20Maine,2,"Abraham, B. Jun. 1985. Species Profiles: Life Histories and Environmental Requirements of Coastal Fishes and Inveratbrates: Mummichog and Stripes Killifish. Biological Report, 82: 1-14.",4,4,"Abraham, B. Jun. 1985. Species Profiles: Life Histories and Environmental Requirements of Coastal Fishes and Inveratbrates: Mummichog and Stripes Killifish. Biological Report, 82: 1-14.",I,https://doi.org/10.1023/A:1020564121935,F,NA,Used as bait for recreational fishing,"Abraham, B. Jun. 1985. Species Profiles: Life Histories and Environmental Requirements of Coastal Fishes and Inveratbrates: Mummichog and Stripes Killifish. Biological Report, 82: 1-14.",NA,NA,NA,NA,NA,NA,NA,CR,35,NA,NA,NA,TRUE
